etiketa,metoda,Druzina,Rod,Vrsta,female,male,SA,juv,Opombe,Kozarec,Koordinate,NZS/ RF - rarely found,Koordinate v škatli
RTSB22-01,ročno,Linyphiidae,Agyneta,sp.,,1,,,ckeck,probl.
RTSB22-10,"ročno, kečer",Clubionidae,Clubiona,phragmitis,,1,,2,,RTSB22 skatla1,F06
RTSB22-10,"ročno, kečer",Araneidae,Hypsosinga,sp.,,,,5
RTSB22-10,"ročno, kečer",Araneidae,Larinioides,suspicax,2,,,3,,RTSB22 skatla1,F07
RTSB22-10,"ročno, kečer",Thomisidae,Misumena,vatia,,1,,,,RTSB22 skatla1,F08
RTSB22-10,"ročno, kečer",Linyphiidae,Neriene,clathrata,1,,,,,RTSB22 skatla1,F09
RTSB22-10,"ročno, kečer",Lycosidae,Pardosa,sp.,,,,20
RTSB22-10,"ročno, kečer",Lycosidae,Pirata,piraticus,3,,,,,RTSB22 skatla1,F10
RTSB22-10,"ročno, kečer",Pisauridae,Pisaura,cf. mirabilis,,,,2
RTSB22-10,"ročno, kečer",Tetragnathidae,Tetragnatha,extensa,2,3,,2,,RTSB22 skatla1,G01
RTSB22-10,"ročno, kečer",Thomisidae,Xysticus,sp.,,,,2
RTSB22-11,ročno,Dictynidae,Brigittea,civica,1,,,,,RTSB22 skatla1,G02
RTSB22-11,ročno,Linyphiidae,Erigone,dentipalpis,1,,,,,RTSB22 skatla1,G03
RTSB22-11,ročno,Theridiidae,Euryopis,quinqueguttata,,1,,,check,NZS
RTSB22-11,ročno,Araneidae,Larinioides,sclopetarius,1,,,,,RTSB22 skatla1,G04
RTSB22-11,ročno,Araneidae,Larinioides,sp.,,,1 F,4
RTSB22-11,ročno,Linyphiidae,Neriene,clathrata,,1,,,,RTSB22 skatla1,G05
RTSB22-11,ročno,Theridiidae,Parasteatoda,tepidariorum,,1,,,,RTSB22 skatla1,G06
RTSB22-11,ročno,Lycosidae,Pardosa,sp.,,,,1
RTSB22-11,ročno,Pisauridae,Pisaura,cf. mirabilis,,,,1
RTSB22-11,ročno,Gnaphosidae,Scotophaeus,scutulatus,,1,,,,RTSB22 skatla1,G07
RTSB22-11,ročno,Segestriidae,Segestria,sp.,,,,1
RTSB22-11,ročno,Segestriidae,Segestria,bavarica,1,,,,,RTSB22 skatla1,G08
RTSB22-11,ročno,Theridiidae,Steatoda,triangulosa,,1,,,,RTSB22 skatla1,G09
RTSB22-11,ročno,Araneidae,Zygiella,sp.,,,,2
RTSB22-12,ročno,Agelenidae,Agelena,labyrinthica,1,,,,,RTSB22 skatla1,G10
RTSB22-12,ročno,Araneidae,Araneus,cf. diadematus,,,,1
RTSB22-12,ročno,Dictynidae,Brigittea,sp.,,,,1
RTSB22-12,ročno,Linyphiidae,Diplostyla,concolor,1,,,,,RTSB22 skatla1,H01
RTSB22-12,ročno,Theridiidae,Enoplognatha,ovata,1,,,,,RTSB22 skatla1,H02
RTSB22-12,ročno,Araneidae,Larinioides,sp.,,,,3
RTSB22-12,ročno,Linyphiidae,Linyphia,sp.,,,2 M,1
RTSB22-12,ročno,Linyphiidae,Neriene,clathrata,2,1,,,,RTSB22 skatla1,H03
RTSB22-12,ročno,Linyphiidae,Palliduphantes,alutacius,1,,,,,RTSB22 skatla1,H04
RTSB22-12,ročno,Linyphiidae,Tenuiphantes,tenebricola,,2,,,,RTSB22 skatla1,H05
RTSB22-12,ročno,Theridiidae,Parasteatoda,tepidariorum,1,,,,,RTSB22 skatla1,H06
RTSB22-12,ročno,Theridiidae,Parasteatoda,sp.,,,1 M
RTSB22-12,ročno,Lycosidae,Pardosa,sp.,1,,,,check,probl.
RTSB22-12,ročno,Lycosidae,Piratula,sp.,,,,1,,
RTSB22-12,ročno,Zodariidae,Zora,sp.,,,,1
RTSB22-13,ročno,Agelenidae,Agelena,labyrinthica,1,,,,,RTSB22 skatla1,H07
RTSB22-13,ročno,Linyphiidae,Agyneta,fuscipalpa,2,,,,,RTSB22 skatla1,H08
RTSB22-13,ročno,Linyphiidae,Erigone,dentipalpis,1,,,,,RTSB22 skatla1,H09
RTSB22-13,ročno,Pholcidae,Pholcus,phalangioides,1,,,,,RTSB22 skatla1,H10
RTSB22-13,ročno,Pholcidae,Pholcus,opilionoides,1,,,,,RTSB22 skatla1,I01
RTSB22-13,ročno,Linyphiidae,Mermesus,trilobatus,1,,,,,RTSB22 skatla1,I02
RTSB22-14,ročno,Araneidae,Larinioides,suspicax,1,,,,,RTSB22 skatla1,I03
RTSB22-14,ročno,Lycosidae,Pardosa,agrestis,,1,,,probl.
RTSB22-14,ročno,Lycosidae,Pirata,piraticus,,2,,,,RTSB22 skatla1,I04
RTSB22-14,ročno,Tetragnathidae,Tetragnatha,extensa,1,,1 M,,,RTSB22 skatla1,I05
RTSB22-15,ročno,Araneidae,Araneus,marmoreus,1,,,,,RTSB22 skatla1,I06
RTSB22-15,ročno,Araneidae,Araneus,cf. diadematus,,,,2
RTSB22-15,ročno,Araneidae,Araneus,cf. marmoreus,,,,2
RTSB22-15,ročno,Lycosidae,Pardosa,cf. lugubris,1,,,,,RTSB22 skatla1,I07
RTSB22-16,kečer,Agelenidae,Allagelena,cf. gracilens,,,2 F
RTSB22-16,kečer,Agelenidae,Allagelena,gracilens,1,,,,,RTSB22 skatla1,I08
RTSB22-16,kečer,Araneidae,Araneus,sp.,,,1 F
RTSB22-16,kečer,Araneidae,Argiope,bruennichi,,1,,1,,RTSB22 skatla1,J02
RTSB22-16,kečer,Linyphiidae,Hylyphantes,nigritus,1,,,,,RTSB22 skatla1,I09
RTSB22-16,kečer,Araneidae,Hypsosinga,sp.,,,,1
RTSB22-16,kečer,Araneidae,Mangora,acalypha,1,,,,,RTSB22 skatla1,I10
RTSB22-16,kečer,Thomisidae,Misumena,vatia,,1,,,,RTSB22 skatla1,J01
RTSB22-16,kečer,Oxyopidae,Oxyopes,sp.,,,,2
RTSB22-16,kečer,Pisauridae,Pisaura,sp.,,,,2
RTSB22-16,kečer,Thomisidae,Synema,cf. globosum,,,,1
RTSB22-16,kečer,Philodromidae,Tibellus,sp.,,,,1
RTSB22-16,kečer,Thomisidae,Xysticus,sp.,,,,2
RTSB22-16,kečer,Salticidae,,sp.,,,,5
RTSB22-17,ročno,Araneidae,Araneus,cf. marmoreus,,,,1
RTSB22-17,ročno,Araneidae,Leviellus,stroemi,3,,,1,,RTSB22 skatla1,J03
RTSB22-17,ročno,Tetragnathidae,Metellina,sp.,,,,1
RTSB22-17,ročno,Theridiidae,Parasteatoda,tepidariorum,1,1,,5,,RTSB22 skatla1,J04
RTSB22-17,ročno,Pholcidae,Pholcus,opilionoides,1,,,1,,RTSB22 skatla1,J05
RTSB22-18,"ročno, sifter",Araneidae,Araneus,cf. diadematus,,,,1
RTSB22-18,"ročno, sifter",Araneidae,Araneus,cf. diadematus,,,,1
RTSB22-18,"ročno, sifter",Atypidae,Atypus,sp.,,,,1
RTSB22-18,"ročno, sifter",Clubionidae,Clubiona,lutescens,1,,,,,RTSB22 skatla1,J06
RTSB22-18,"ročno, sifter",Linyphiidae,Diplostyla,concolor,9,2,,,,RTSB22 skatla1,J07
RTSB22-18,"ročno, sifter",Theridiidae,Euryopis,flavomaculata,1,,,,,RTSB22 skatla1,J08
RTSB22-18,"ročno, sifter",Linyphiidae,Neriene,clathrata,,2,,,,RTSB22 skatla1,J09
RTSB22-18,"ročno, sifter",Thomisidae,Ozyptila,praticola,1,,,,,RTSB22 skatla1,J10
RTSB22-18,"ročno, sifter",Linyphiidae,Panamomops,mengei,2,,,,,RTSB22 skatla 2,A01
RTSB22-18,"ročno, sifter",Lycosidae,Pardosa,sp.,,,,1
RTSB22-18,"ročno, sifter",Lycosidae,Pardosa,cf. lugubris,1,,,,,RTSB22 skatla 2,A02
RTSB22-18,"ročno, sifter",Phrurolithidae,Phrurolithus,festivus,,1,,,,RTSB22 skatla 2,A03
RTSB22-18,"ročno, sifter",Linyphiidae,Tenuiphantes,tenebricola,,1,,,,RTSB22 skatla 2,A04
RTSB22-18,"ročno, sifter",Linyphiidae,Tenuiphantes,flavipes,1,1,,,,RTSB22 skatla 2,A05
RTSB22-18,"ročno, sifter",Thomisidae,Tmarus,sp.,,,,1
RTSB22-18,"ročno, sifter",Lycosidae,Trochosa,sp.,,,1 M,5
RTSB22-18,"ročno, sifter",Lycosidae,Trochosa,ruricola,1,,,,,RTSB22 skatla 2,A06
RTSB22-18,"ročno, sifter",Agelenidae,Agelena,labyrinthica,,1,,,,RTSB22 skatla 2,A08
RTSB22-18,"ročno, sifter",Linyphiidae,Walckenaria,alticeps,1,,,,,RTSB22 skatla 2,A07
RTSB22-19,"ročno, sifter",Araneidae,Araneus,cf. diadematus,,,,1
RTSB22-19,"ročno, sifter",Linyphiidae,Microneta,viaria,1,,,,,RTSB22 skatla 2,A09
RTSB22-19,"ročno, sifter",Salticidae,Neon,reticulatus,2,,,,,RTSB22 skatla 2,A10
RTSB22-19,"ročno, sifter",Thomisidae,Ozyptila,sp.,,,,1
RTSB22-19,"ročno, sifter",Linyphiidae,Tenuiphantes,sp.,,,,2
RTSB22-19,"ročno, sifter",Linyphiidae,Tenuiphantes,flavipes,6,3,,,,RTSB22 skatla 2,B01
RTSB22-19,"ročno, sifter",Thomisidae,Tmarus,sp.,,,,1
RTSB22-19,"ročno, sifter",Lycosidae,Trochosa,sp.,,,2 M,8
RTSB22-19,"ročno, sifter",Lycosidae,Trochosa,terricola,1,,,,,RTSB22 skatla 2,B02
RTSB22-19,"ročno, sifter",Thomisidae,Xysticus,sp.,,,,1
RTSB22-20,ročno,Agelenidae,Agelena,labyrinthica,1,,,,,RTSB22 skatla 2,B03
RTSB22-21,ročno,Agelenidae,Agelena,labyrinthica,1,,,,,RTSB22 skatla 2,B04
RTSB22-21,ročno,Agelenidae,Allagelena,gracilens,,1,,,,RTSB22 skatla 2,B05
RTSB22-21,ročno,Araneidae,Araneus,angulatus,1,,,,,RTSB22 skatla 2,B06
RTSB22-21,ročno,Araneidae,Araneus,cf. marmoreus,,,,1
RTSB22-21,ročno,Pisauridae,Dolomedes,sp.,,,1
RTSB22-21,ročno,Pisauridae,Dolomedes,sp.,,,,1,FOTO vaučer
RTSB22-21,ročno,Araneidae,Leviellus,stroemi,3,,,,,RTSB22 skatla 2,B07
RTSB22-21,ročno,Araneidae,Metellina,merianae,1,2,,,,RTSB22 skatla 2,B08
RTSB22-21,ročno,Theridiidae,Parasteatoda,tepidariorum,1,,,,,RTSB22 skatla 2,B09
RTSB22-21,ročno,Lycosidae,Pardosa,sp.,,,,1
RTSB22-21,ročno,Lycosidae,Pardosa,cf. lugubris,1,,,,,RTSB22 skatla 2,B10
RTSB22-21,ročno,Pholcidae,Pholcus,opilionoides,1,,,,,RTSB22 skatla 2,C01
RTSB22-21,ročno,Theridiidae,Steatoda,bipunctata,1,,,1,,RTSB22 skatla 2,C02
RTSB22-21,ročno,Agelenidae,Tegenaria,sp.,,,,1
RTSB22-21,ročno,Tetragnathidae,Tetragnatha,montana,,1,,,,RTSB22 skatla 2,C03
RTSB22-21,ročno,Thomisidae,Tmarus,sp.,,,,1
RTSB22-22,ročno,Salticidae,Evarcha,arcuata,1,,,,,RTSB22 skatla 2,C04
RTSB22-23,ročno,Salticidae,Evarcha,arcuata,,1,,,,RTSB22 skatla 2,C05
RTSB22-24,ročno,Salticidae,Marpissa,muscosa,,1,,,,RTSB22 skatla 2,C06
RTSB22-25,ročno,Araneidae,Araneus,cf. diadematus,,,1 M
RTSB22-25,ročno,Tetragnathidae,Tetragnatha,montana,,1,,,,RTSB22 skatla 2,C07
RTSB22-26,ročno,Theridiidae,Parasteatoda,tepidariorum,1,,,,check ,probl
RTSB22-27,ročno,Tetragnathidae,Meta,cf. menardi,,,"1 M, 1F"
RTSB22-27,ročno,Pholcidae,Pholcus,phalangioides,1,,,,,RTSB22 skatla 2,C08
RTSB22-28,Ročno,Araneidae,Araneus,diadematus,,1,2F,1,,RTSB22 skatla 2,C09
RTSB22-28,Ročno,Theridiidae,Enoplognatha,ovata,1,,,,,RTSB22 skatla 2,C10
RTSB22-28,Ročno,Linyphiidae,Linyphia,triangularis,1,,,,,RTSB22 skatla 2,D01
RTSB22-29,Ročno,Araneidae,Argiope,bruennichi,1,,,,,RTSB22 skatla 2,D02
RTSB22-29,Ročno,Salticidae,Evarcha,arcuata,,1,,,,RTSB22 skatla 2,D03
RTSB22-30,Ročno,Araneidae,Argiope,bruennichi,1,,,,,RTSB22 skatla 2,D04
RTSB22-30,Ročno,Araneidae,Larinioides,sp.,,,1F,,,juv
RTSB22-30,Ročno,Lycosidae,Pardosa,amentata,1,,,,,RTSB22 skatla 2,D05
RTSB22-31,Kečer,Salticidae,Heliophanus,sp.,,,1F
RTSB22-31,Kečer,Araneidae,Hypsosinga,pygmaea,1,,,,,RTSB22 skatla 2,D06
RTSB22-31,Kečer,Lycosidae,Pardosa,sp.,,,,4
RTSB22-31,Kečer,Pisauridae,Pisaura,cf. mirabilis,,,,5
RTSB22-31,Kečer,Theridiidae,Steatoda,cf. bipunctata,,,1F
RTSB22-31,Kečer,Tetragnathidae,Tetragnatha,extensa,1,,,,,RTSB22 skatla 2,D07
RTSB22-31,Kečer,Tetragnathidae,Tetragnatha,nigrita,1,,,,,RTSB22 skatla 2,D08
RTSB22-31,Kečer,Lycosidae,Trochosa,sp.,,,,1
RTSB22-32,Ročno,Araneidae,Araneus,cf. diadematus,,,1M,1
RTSB22-32,Ročno,Araneidae,Araneus,cf. marmoreus,,,,1
RTSB22-32,Ročno,Linyphiidae,Floronia,bucculenta,1,,,,,RTSB22 skatla 2,D09
RTSB22-33,Ročno,Clubionidae,Clubiona,sp.,,,,3
RTSB22-33,Ročno,Pholcidae,Holocnemus,sp.,,,,1
RTSB22-33,Ročno,Araneidae,Leviellus,sp.,,,,1
RTSB22-33,Ročno,Araneidae,Nuctenea,umbratica,,1,,4,,RTSB22 skatla 2,D10
RTSB22-33,Ročno,Theridiidae,Parasteatoda,tepidariorum,1,,,,,RTSB22 skatla 2,E01
RTSB22-33,Ročno,Pholcidae,Pholcus,phalangioides,1,,,,,RTSB22 skatla 2,E02
RTSB22-33,Ročno,Pholcidae,Pholcus,opilionides,1,,,1,,RTSB22 skatla 2,E03
RTSB22-33,Ročno,Theridiidae,Steatoda,cf. triangulosa,,,,1
RTSB22-33,Ročno,Zodariidae,Zodarion,rubidum,1,,,,,RTSB22 skatla 2,E04
RTSB22-34,Ročno,Araneidae,Araneus,cf. marmoreus,,,,3
RTSB22-34,Ročno,Lycosidae,Arctosa,leopardus,1,,,,,RTSB22 skatla 2,E05
RTSB22-34,Ročno,Araneidae,Argiope,bruennichi,1,,,,,RTSB22 skatla 2,E06
RTSB22-34,Ročno,Lycosidae,Pardosa,cf. tenuipes,2,,,,problematična
RTSB22-34,Ročno,Pisauridae,Pisaura,cf. mirabilis,,,,1
RTSB22-34,Ročno,Tetragnathidae,Tetragnatha,sp.,,,,1
RTSB22-34,Ročno,Lycosidae,Trochosa,sp.,,,,2
RTSB22-35,Kečer,Araneidae,Araneus,cf. diadematus,,,1F
RTSB22-35,Kečer,Araneidae,Araneus,cf. marmoreus,,,1M
RTSB22-35,Kečer,Araneidae,Argiope,bruennichi,2,2,,,,RTSB22 skatla 2,E07
RTSB22-35,Kečer,Clubionidae,Clubiona,lutescens,,1,,,,RTSB22 skatla 2,E08
RTSB22-35,Kečer,Theridiidae,Enoplognatha,ovata,1,,,,,RTSB22 skatla 2,E09
RTSB22-35,Kečer,Thomisidae,Misumena,vatia,1,1,,3,,RTSB22 skatla 2,E10
RTSB22-35,Kečer,Salticidae,Neon,sp.,,,,1
RTSB22-35,Kečer,Pisauridae,Pisaura,cf. mirabilis,,,1F,2
RTSB22-35,Kečer,Lycosidae,Trochosa,sp.,,,,5
RTSB22-35,Kečer,Thomisidae,Xysticus,sp.,,,,6
RTSB22-36,Ročno,Agelenidae,Agelena,sp.,,,,,Photo voucher
RTSB22-36,Ročno,Araneidae,Araneus,cf. diadematus,,,,1,Photo voucher
RTSB22-36,Ročno,Linyphiidae,Bathyphantes,gracilis,1,,,,,RTSB22 skatla 2,F01
RTSB22-36,Ročno,Dictynidae,Brigittea,civica,1,,,,,RTSB22 skatla 2,F02
RTSB22-36,Ročno,Linyphiidae,Diplostyla,concolor,,1,,,,RTSB22 skatla 2,F03
RTSB22-36,Ročno,Mimetidae,Ero,aphana,1,,,,,RTSB22 skatla 2,F04
RTSB22-36,Ročno,Lycosidae,Hogna,radiata,1,,,,Photo voucher
RTSB22-36,Ročno,Pholcidae,Holocnemus,pluchei,1,,,,,RTSB22 skatla 2,F05
RTSB22-36,Ročno,Araneidae,Leviellus,thorelli,1,,,,,RTSB22 skatla 2,F06
RTSB22-36,Ročno,Araneidae,Leviellus,sp.,,,,1
RTSB22-36,Ročno,Araneidae,Nuctenea,cf. umbratica,,,,1
RTSB22-36,Ročno,Theridiidae,Parasteatoda,sp.,,,,1
RTSB22-36,Ročno,Lycosidae,Pardosa,cf. tenuipes,1,,,,Problematična
RTSB22-36,Ročno,Lycosidae,Pardosa,sp.,,,,1
RTSB22-36,Ročno,Lycosidae,Pardosa,sp.,,1,,,Problematična,-
